battery,cycle,capacity,soh,rul
CS2_35,116,1.0230338283265104,0.9300307530241002,0.8203125
CS2_35,117,1.0168249863240748,0.9243863512037043,0.81875
CS2_35,118,1.030891669898717,0.9371742453624698,0.8171875
CS2_35,119,1.031329276795845,0.9375720698144046,0.815625
CS2_35,120,1.021634638883802,0.9287587626216381,0.8140625
CS2_35,121,1.0136929867956737,0.9215390789051578,0.8125
CS2_35,122,1.0140506899752453,0.9218642636138593,0.8109375
CS2_35,123,1.0074247388475122,0.9158406716795564,0.809375
CS2_35,124,1.0144954747798272,0.9222686134362065,0.8078125
CS2_35,125,1.0212361163830534,0.9283964694391394,0.80625
CS2_35,126,1.021451952124413,0.9285926837494662,0.8046875
CS2_35,127,1.0213081491896403,0.9284619538087638,0.803125
CS2_35,128,1.0210868709973369,0.9282607918157607,0.8015625
CS2_35,129,1.020821496166261,0.928019541969328,0.8
CS2_35,130,1.0209851531120748,0.928168321010977,0.7984375
CS2_35,131,1.0207928623759874,0.9279935112508976,0.796875
CS2_35,132,1.0204963318712656,0.9277239380647869,0.7953125
CS2_35,133,1.01999324637743,0.9272665876158454,0.79375
CS2_35,134,1.0159808094811242,0.9236189177101128,0.7921875
CS2_35,135,1.0156879607474751,0.9233526915886137,0.790625
CS2_35,136,1.0155568332898597,0.9232334848089633,0.7890625
CS2_35,137,1.0155082828458015,0.9231893480416377,0.7875
CS2_35,138,1.0154827340879051,0.9231661218980955,0.7859375
CS2_35,139,1.0159299792398837,0.9235727083998942,0.784375
CS2_35,140,1.0199768808763243,0.9272517098875674,0.7828125
CS2_35,141,0.9974043010955368,0.9067311828141242,0.78125
CS2_35,142,0.998209455084404,0.9074631409858217,0.7796875
CS2_35,143,0.9965402093647884,0.9059456448770803,0.778125
CS2_35,144,0.9960214937045304,0.9054740851859366,0.7765625
CS2_35,145,0.9946042077873744,0.9041856434430675,0.775
CS2_35,146,1.004795305155153,0.9134502774137754,0.7734375
CS2_35,147,1.0053419057335808,0.913947187030528,0.771875
CS2_35,148,0.9892254453768154,0.8992958594334686,0.7703125
CS2_35,149,0.98783034801796,0.8980275891072362,0.76875
CS2_35,150,0.9952966605341488,0.9048151459401352,0.7671875
CS2_35,151,1.0047639526301664,0.913421775118333,0.765625
CS2_35,152,1.0049595061933825,0.9135995510848931,0.7640625
CS2_35,153,0.9888022696116784,0.8989111541924348,0.7625
CS2_35,154,0.9940255990048956,0.903659635458996,0.7609375
CS2_35,155,0.994377145851068,0.9039792235009708,0.759375
CS2_35,156,0.9938228623649809,0.9034753294227098,0.7578125
CS2_35,157,0.9946040130171476,0.904185466379225,0.75625
CS2_35,158,1.002917399636447,0.9117430905785882,0.7546875
CS2_35,159,1.003949832890729,0.912681666264299,0.753125
CS2_35,160,0.9891224077913174,0.8992021889011976,0.7515625
CS2_35,161,0.9883696080131972,0.8985178254665428,0.75
CS2_35,162,0.9872901233124124,0.8975364757385567,0.7484375
CS2_35,163,0.988344278561296,0.8984947986920873,0.746875
CS2_35,164,0.996608938780608,0.906008126164189,0.7453125
CS2_35,165,1.0028028350588285,0.9116389409625713,0.74375
CS2_35,166,1.0033508922657144,0.9121371747870131,0.7421875
CS2_35,167,0.98706929083246,0.8973357189385999,0.740625
CS2_35,168,0.9887449288432122,0.8988590262211019,0.7390625
CS2_35,169,0.9951140079029388,0.9046490980935806,0.7375
CS2_35,170,1.0035062231112295,0.9122783846465722,0.7359375
CS2_35,171,1.0036968849837669,0.9124517136216062,0.734375
CS2_35,172,1.0038726042341812,0.9126114583947101,0.7328125
CS2_35,173,1.004058066940849,0.9127800608553172,0.73125
CS2_35,174,1.0042544271517968,0.912958570137997,0.7296875
CS2_35,175,1.0044062991518028,0.913096635592548,0.728125
CS2_35,176,1.005054048345979,0.9136854984963444,0.7265625
CS2_35,177,1.005266705104192,0.9138788228219926,0.725
CS2_35,178,1.0053708950329323,0.9139735409390293,0.7234375
CS2_35,179,1.0053999395344748,0.9139999450313406,0.721875
CS2_35,180,1.0057002734307583,0.9142729758461439,0.7203125
CS2_35,181,1.005801998591239,0.9143654532647626,0.71875
CS2_35,182,1.0058555735209311,0.914414157746301,0.7171875
CS2_35,183,1.005880827322872,0.9144371157480655,0.715625
CS2_35,184,1.006019950480692,0.9145635913460834,0.7140625
CS2_35,185,1.0059863017913575,0.9145330016285067,0.7125
CS2_35,186,1.0059876019858538,0.9145341836235034,0.7109375
CS2_35,187,1.00596961266207,0.9145178296927909,0.709375
CS2_35,188,0.9963309572331708,0.9057554156665188,0.7078125
CS2_35,189,0.9948217445466202,0.904383404133291,0.70625
CS2_35,190,0.994521028049694,0.9041100254997217,0.7046875
CS2_35,191,0.9883843457319412,0.8985312233926738,0.703125
CS2_35,192,0.987131132814282,0.8973919389220745,0.7015625
CS2_35,193,0.9961886673958846,0.9056260612689859,0.7
CS2_35,194,1.0016267542892396,0.9105697766265815,0.6984375
CS2_35,195,0.9973176445996303,0.9066524041814821,0.696875
CS2_35,196,0.98689663545329,0.8971787595029909,0.6953125
CS2_35,197,1.0267217395243768,0.9333833995676153,0.69375
CS2_35,198,1.032906028770985,0.9390054807008954,0.6921875
CS2_35,199,1.0343203106750487,0.9402911915227715,0.690625
CS2_35,200,1.0348239152996808,0.9407490139088006,0.6890625
CS2_35,201,1.034883663790742,0.9408033307188562,0.6875
CS2_35,202,1.0347292723028745,0.9406629748207949,0.6859375
CS2_35,203,1.034700332868783,0.940636666244348,0.684375
CS2_35,204,1.0348150427503124,0.9407409479548294,0.6828125
CS2_35,205,1.0345752757651585,0.9405229779683258,0.68125
CS2_35,206,1.0341867641340197,0.9401697855763814,0.6796875
CS2_35,207,1.0338097562724635,0.9398270511567849,0.678125
CS2_35,208,1.0330899756820036,0.9391727051654577,0.6765625
CS2_35,209,1.0328522854118536,0.938956623101685,0.675
CS2_35,210,1.0325689512084644,0.9386990465531494,0.6734375
CS2_35,211,1.03225089406925,0.9384099036993182,0.671875
CS2_35,212,1.0321311192341007,0.9383010174855461,0.6703125
CS2_35,213,1.0315885726791292,0.9378077933446628,0.66875
CS2_35,214,1.0228286943072558,0.9298442675520506,0.6671875
CS2_35,215,1.0139823002756203,0.9218020911596547,0.665625
CS2_35,216,1.0144459929584733,0.9222236299622484,0.6640625
CS2_35,217,1.0135169611767811,0.9213790556152555,0.6625
CS2_35,218,1.0071947479155543,0.9156315890141402,0.6609375
CS2_35,219,1.0155509633060922,0.9232281484600837,0.659375
CS2_35,220,1.0210814188121675,0.9282558352837886,0.6578125
CS2_35,221,1.0150788689413528,0.9227989717648661,0.65625
CS2_35,222,1.0051282810563014,0.9137529827784557,0.6546875
CS2_35,223,1.0045215691874043,0.9132014265340038,0.653125
CS2_35,224,0.9991076825610314,0.9082797114191195,0.6515625
CS2_35,225,0.9976109538495036,0.9069190489540941,0.65
CS2_35,226,1.0070068291525534,0.9154607537750484,0.6484375
CS2_35,227,1.0076463401746123,0.9160421274314656,0.646875
CS2_35,228,0.9982191781842366,0.9074719801674878,0.6453125
CS2_35,229,0.9958854367500491,0.9053503970454991,0.64375
CS2_35,230,0.995310927405042,0.9048281158227653,0.6421875
CS2_35,231,0.9898175082935712,0.899834098448701,0.640625
CS2_35,232,0.9885376187240682,0.8986705624764255,0.6390625
CS2_35,233,0.9979857012611792,0.9072597284192538,0.6375
CS2_35,234,1.0036791112971355,0.9124355557246686,0.6359375
CS2_35,235,0.9964134268898388,0.9058303880816716,0.634375
CS2_35,236,0.9868981716359936,0.8971801560327214,0.6328125
CS2_35,237,0.987088478441524,0.8973531622195672,0.63125
CS2_35,238,0.9867313290853452,0.8970284809866774,0.6296875
CS2_35,239,0.9863201182207896,0.8966546529279904,0.628125
CS2_35,240,0.9890539220983674,0.8991399291803339,0.6265625
CS2_35,241,0.9954218229371102,0.9049289299428274,0.625
CS2_35,242,0.9956969400915286,0.9051790364468442,0.6234375
CS2_35,243,0.97952356898467,0.8904759718042453,0.621875
CS2_35,244,0.9787960270717194,0.8898145700651994,0.6203125
CS2_35,245,0.9889367651412062,0.8990334228556419,0.61875
CS2_35,246,0.9966287385414312,0.9060261259467556,0.6171875
CS2_35,247,0.9969204553538156,0.9062913230489231,0.615625
CS2_35,248,0.9968583608033946,0.9062348734576314,0.6140625
CS2_35,249,0.996821732145088,0.9062015746773526,0.6125
CS2_35,250,0.996884635532937,0.9062587595753973,0.6109375
CS2_35,251,0.9968361942823104,0.9062147220748276,0.609375
CS2_35,252,0.9968111573066132,0.9061919611878301,0.6078125
CS2_35,253,0.9965887635226351,0.9059897850205774,0.60625
CS2_35,254,0.99639110382957,0.9058100943905181,0.6046875
CS2_35,255,0.9962127681971512,0.9056479710883192,0.603125
CS2_35,256,0.9960312370518538,0.9054829427744124,0.6015625
CS2_35,257,0.9959191105424616,0.905381009584056,0.6
CS2_35,258,0.9958409528735545,0.9053099571577767,0.5984375
CS2_35,259,0.9958535702850608,0.9053214275318734,0.596875
CS2_35,260,0.9957174754583212,0.9051977049621102,0.5953125
CS2_35,261,0.9956502162522824,0.9051365602293476,0.59375
CS2_35,262,0.9954229014419208,0.9049299104017461,0.5921875
CS2_35,263,0.9789682930662584,0.8899711755147803,0.590625
CS2_35,264,0.9777512249521022,0.8888647499564565,0.5890625
CS2_35,265,0.9775720728454732,0.8887018844049756,0.5875
CS2_35,266,0.9863157375121944,0.8966506704656312,0.5859375
CS2_35,267,0.9871017937768864,0.8973652670698967,0.584375
CS2_35,268,0.9783507627636574,0.8894097843305976,0.5828125
CS2_35,269,0.9704417052615276,0.8822197320559342,0.58125
CS2_35,270,0.9703653920181594,0.8821503563801448,0.5796875
CS2_35,271,0.9699810677212032,0.8818009706556392,0.578125
CS2_35,272,0.9784245319780144,0.8894768472527402,0.5765625
CS2_35,273,0.9796393159290951,0.8905811962991773,0.575
CS2_35,274,0.9852947168074364,0.8957224698249421,0.5734375
CS2_35,275,0.9689327047070244,0.8808479133700221,0.571875
CS2_35,276,0.96834348327937,0.8803122575267,0.5703125
CS2_35,277,0.9682142883503888,0.8801948075912625,0.56875
CS2_35,278,0.9685044631559416,0.8804586028690378,0.5671875
CS2_35,279,0.9684786166832068,0.8804351060756425,0.565625
CS2_35,280,0.9778201328650258,0.8889273935136597,0.5640625
CS2_35,281,0.9784144960654164,0.889467723695833,0.5625
CS2_35,282,0.9692798785358708,0.8811635259417007,0.5609375
CS2_35,283,0.962305415273543,0.87482310479413,0.559375
CS2_35,284,0.9625190325361124,0.8750173023055566,0.5578125
CS2_35,285,0.9619630370806096,0.8745118518914632,0.55625
CS2_35,286,0.9610128335254235,0.8736480304776577,0.5546875
CS2_35,287,0.9700352374738228,0.8818502158852934,0.553125
CS2_35,288,0.9766201259049364,0.8878364780953967,0.5515625
CS2_35,289,0.9711609395379543,0.8828735813981402,0.55
CS2_35,290,0.960203022157457,0.8729118383249609,0.5484375
CS2_35,291,0.9603708914633122,0.8730644467848292,0.546875
CS2_35,292,0.9625217997267146,0.8750198179333768,0.5453125
CS2_35,293,0.9619549657205942,0.8745045142914493,0.54375
CS2_35,294,0.9711865106879002,0.882896827898091,0.5421875
CS2_35,295,0.9765622594501272,0.8877838722273883,0.540625
CS2_35,296,0.9766113986106716,0.8878285441915196,0.5390625
CS2_35,297,0.9766634216549258,0.8878758378681143,0.5375
CS2_35,298,0.9766857261273996,0.8878961146612723,0.5359375
CS2_35,299,0.977403678699249,0.888548798817499,0.534375
CS2_35,300,0.977598337397206,0.8887257612701872,0.5328125
CS2_35,301,0.9777585751260944,0.888871431932813,0.53125
CS2_35,302,0.9778448236736682,0.8889498397033346,0.5296875
CS2_35,303,0.9779059717720708,0.8890054288837007,0.528125
CS2_35,304,0.977996177288193,0.8890874338983572,0.5265625
CS2_35,305,0.978002100680119,0.889092818800108,0.525
CS2_35,306,0.9780862535758764,0.8891693214326148,0.5234375
CS2_35,307,0.9782530920986814,0.889320992816983,0.521875
CS2_35,308,0.9785300332301125,0.8895727574819203,0.5203125
CS2_35,309,0.9783459544876644,0.889405413170604,0.51875
CS2_35,310,0.978335443196352,0.8893958574512291,0.5171875
CS2_35,311,0.9681818610839452,0.880165328258132,0.515625
CS2_35,312,0.9608754365283414,0.8735231241166739,0.5140625
CS2_35,313,0.9609583399806172,0.8735984908914701,0.5125
CS2_35,314,0.9608500606240138,0.8735000551127398,0.5109375
CS2_35,315,0.9600415446078494,0.8727650405525903,0.509375
CS2_35,316,0.9683876294104252,0.8803523903731137,0.5078125
CS2_35,317,0.970099277430574,0.8819084340277945,0.50625
CS2_35,318,0.9606814025743466,0.8733467296130424,0.5046875
CS2_35,319,0.9597800854163634,0.8725273503785121,0.503125
CS2_35,320,0.9601190220193736,0.8728354745630669,0.5015625
CS2_35,321,0.9592152712499306,0.8720138829544822,0.5
CS2_35,322,0.9531109672313358,0.8664645156648507,0.4984375
CS2_35,323,0.9683422893701634,0.8803111721546939,0.496875
CS2_35,324,0.9696408011616388,0.8814916374196715,0.4953125
CS2_35,325,0.962179863733083,0.8747089670300754,0.49375
CS2_35,326,0.9534041720607624,0.866731065509784,0.4921875
CS2_35,327,0.9590403356759052,0.8718548506144592,0.490625
CS2_35,328,0.9593704365355666,0.8721549423050605,0.4890625
CS2_35,329,0.9590044864187866,0.871822260380715,0.4875
CS2_35,330,0.9610721321654954,0.8737019383322684,0.4859375
CS2_35,331,0.9687960687204022,0.8807236988367293,0.484375
CS2_35,332,0.969519399411128,0.8813812721919344,0.4828125
CS2_35,333,0.9596849939589832,0.8724409035990756,0.48125
CS2_35,334,0.958761632844569,0.8716014844041535,0.4796875
CS2_35,335,0.958860179591915,0.8716910723562863,0.478125
CS2_35,336,0.953386023923382,0.8667145672030745,0.4765625
CS2_35,337,0.9528632917865418,0.8662393561695834,0.475
CS2_35,338,0.9603535296015112,0.873048663274101,0.4734375
CS2_35,339,0.952136519573564,0.8655786541577855,0.471875
CS2_35,340,0.9515682014486117,0.8650620013169196,0.4703125
CS2_35,341,0.9596374349007892,0.8723976680916266,0.46875
CS2_35,342,0.9592289368485696,0.8720263062259723,0.4671875
CS2_35,343,0.95332174866461,0.8666561351496453,0.465625
CS2_35,344,0.962193090695889,0.8747209915417172,0.4640625
CS2_35,345,0.967648057837092,0.8796800525791745,0.4625
CS2_35,346,0.9679039107231974,0.8799126461119975,0.4609375
CS2_35,347,0.9680513533736592,0.8800466848851447,0.459375
CS2_35,348,0.96813745923005,0.8801249629364091,0.4578125
CS2_35,349,0.9682880347580802,0.8802618497800728,0.45625
CS2_35,350,0.9693557273680014,0.8812324794254557,0.4546875
CS2_35,351,0.9713428124242276,0.8830389203856613,0.453125
CS2_35,352,0.9774094130217554,0.8885540118379595,0.4515625
CS2_35,353,0.9777853189542488,0.8888957445038624,0.45
CS2_35,354,0.9689928951847728,0.880902631986157,0.4484375
CS2_35,355,0.9689238996501304,0.8808399087728457,0.446875
CS2_35,356,0.9701719465308652,0.8819744968462411,0.4453125
CS2_35,357,0.9712987157423144,0.882998832493013,0.44375
CS2_35,358,0.971200073231132,0.8829091574828472,0.4421875
CS2_35,359,0.9778180721944112,0.8889255201767374,0.440625
CS2_35,360,0.9782104082366424,0.8892821893060385,0.4390625
CS2_35,361,0.9714821772350184,0.8831656156681985,0.4375
CS2_35,362,0.9695559975532384,0.8814145432302166,0.4359375
CS2_35,363,0.9694213724737814,0.8812921567943466,0.434375
CS2_35,364,0.9707512392896198,0.882501126626927,0.4328125
CS2_35,365,0.9707291552413696,0.8824810502194268,0.43125
CS2_35,366,0.976093575812211,0.887357796192919,0.4296875
CS2_35,367,0.9771141952541974,0.8882856320492702,0.428125
CS2_35,368,0.9772564212953592,0.8884149284503264,0.4265625
CS2_35,369,0.9687844771360772,0.8807131610327974,0.425
CS2_35,370,0.968666313439211,0.8806057394901917,0.4234375
CS2_35,371,0.9684567255558264,0.8804152050507512,0.421875
CS2_35,372,0.968143925483163,0.8801308413483299,0.4203125
CS2_35,373,0.9623797058027724,0.874890641638884,0.41875
CS2_35,374,0.9700123225574016,0.8818293841430922,0.4171875
CS2_35,375,0.9708125423166656,0.8825568566515141,0.415625
CS2_35,376,0.9688127415430068,0.8807388559481879,0.4140625
CS2_35,377,0.9619879187419949,0.8745344715836316,0.4125
CS2_35,378,0.962446473822264,0.8749513398384218,0.4109375
CS2_35,379,0.967794012665824,0.8798127387871126,0.409375
CS2_35,380,0.9682733872135956,0.8802485338305414,0.4078125
CS2_35,381,0.9685214457969706,0.8804740416336096,0.40625
CS2_35,382,0.9702553778217688,0.8820503434743352,0.4046875
CS2_35,383,0.970625839312023,0.8823871266472936,0.403125
CS2_35,384,0.9707747748883538,0.8825225226257761,0.4015625
CS2_35,385,0.9708607553296966,0.8826006866633604,0.4
CS2_35,386,0.9708553034224966,0.8825957303840878,0.3984375
CS2_35,387,0.9759605251164476,0.8872368410149523,0.396875
CS2_35,388,0.9761834997105076,0.8874395451913705,0.3953125
CS2_35,389,0.9762742101337604,0.8875220092125093,0.39375
CS2_35,390,0.9762731342443236,0.8875210311312032,0.3921875
CS2_35,391,0.976280534366117,0.8875277585146517,0.390625
CS2_35,392,0.9760725544321924,0.8873386858474476,0.3890625
CS2_35,393,0.9761205382987658,0.8873823075443324,0.3875
CS2_35,394,0.9760217205064492,0.887292473187681,0.3859375
CS2_35,395,0.9760316838624248,0.8873015307840224,0.384375
CS2_35,396,0.97604940301205,0.8873176391018636,0.3828125
CS2_35,397,0.9759930599790424,0.8872664181627657,0.38125
CS2_35,398,0.9758076675791776,0.8870978796174341,0.3796875
CS2_35,399,0.9678377252775308,0.8798524775250279,0.378125
CS2_35,400,0.9810616772228468,0.8918742520207698,0.3765625
CS2_35,401,0.9800405267648648,0.8909459334226042,0.375
CS2_35,402,0.9807073778075596,0.8915521616432359,0.3734375
CS2_35,403,0.9884020126511398,0.8985472842283089,0.371875
CS2_35,404,0.9891694667078306,0.8992449697343914,0.3703125
CS2_35,405,0.980805024415794,0.8916409312870853,0.36875
CS2_35,406,0.9800572007284392,0.8909610915713082,0.3671875
CS2_35,407,0.9803666482806253,0.8912424075278411,0.365625
CS2_35,408,0.9800805880592612,0.8909823527811465,0.3640625
CS2_35,409,0.9789817769928428,0.8899834336298571,0.3625
CS2_35,410,0.9866677697312972,0.8969706997557246,0.3609375
CS2_35,411,0.9871378162588824,0.8973980147808022,0.359375
CS2_35,412,0.9860458729678184,0.8964053390616531,0.3578125
CS2_35,413,0.9776592175893822,0.8887811068994383,0.35625
CS2_35,414,0.9778880856673616,0.8889891687885105,0.3546875
CS2_35,415,0.9778552235098364,0.8889592940998512,0.353125
CS2_35,416,0.9694574611227152,0.8813249646570138,0.3515625
CS2_35,417,0.9696243622023576,0.8814766929112341,0.35
CS2_35,418,0.9779205622333084,0.8890186929393712,0.3484375
CS2_35,419,0.978439555826711,0.88949050529701,0.346875
CS2_35,420,0.9687510210821922,0.8806827464383565,0.3453125
CS2_35,421,0.9610661626068884,0.8736965114608075,0.34375
CS2_35,422,0.9605962238147504,0.8732692943770457,0.3421875
CS2_35,423,0.9683040759161756,0.8802764326510687,0.340625
CS2_35,424,0.969400660735498,0.8812733279413618,0.3390625
CS2_35,425,0.9698449694398528,0.8816772449453206,0.3375
CS2_35,426,0.9699426232208518,0.8817660211098652,0.3359375
CS2_35,427,0.9702362325514932,0.8820329386831756,0.334375
CS2_35,428,0.9705387715921312,0.8823079741746647,0.3328125
CS2_35,429,0.9705435205997376,0.8823122914543068,0.33125
CS2_35,430,0.9703053106265482,0.8820957369332256,0.3296875
CS2_35,431,0.9695138532990883,0.8813762302718984,0.328125
CS2_35,432,0.9692293454990673,0.8811175868173338,0.3265625
CS2_35,433,0.968956321089802,0.8808693828089108,0.325
CS2_35,434,0.968709792299634,0.88064526572694,0.3234375
CS2_35,435,0.9686266159561472,0.8805696508692247,0.321875
CS2_35,436,0.9684963017784868,0.880451183434988,0.3203125
CS2_35,437,0.9683731892546964,0.8803392629588148,0.31875
CS2_35,438,0.9682104969326252,0.880191360847841,0.3171875
CS2_35,439,0.9680627345389532,0.8800570313990483,0.315625
CS2_35,440,0.9506776309663554,0.8642523917875957,0.3140625
CS2_35,441,0.944216147720332,0.8583783161093926,0.3125
CS2_35,442,0.9420542321756972,0.8564129383415429,0.3109375
CS2_35,443,0.9416969048419512,0.8560880953108647,0.309375
CS2_35,444,0.9350995822020318,0.8500905292745743,0.3078125
CS2_35,445,0.951306970771576,0.8648245188832508,0.30625
CS2_35,446,0.952675670612102,0.8660687914655472,0.3046875
CS2_35,447,0.9442774319894062,0.8584340290812783,0.303125
CS2_35,448,0.943345996126256,0.8575872692056872,0.3015625
CS2_35,449,0.9503787172055562,0.863980652005051,0.3
